GID_1,Country,Status
VNM.1_1,Vietnam,NO
VNM.7_1,Vietnam,OK
VNM.3_1,Vietnam,NO
VNM.4_1,Vietnam,NO
VNM.2_1,Vietnam,NO
VNM.5_1,Vietnam,OK
VNM.6_1,Vietnam,OK
VNM.8_1,Vietnam,NO
VNM.9_1,Vietnam,OK
VNM.10_1,Vietnam,OK
VNM.11_1,Vietnam,NO
VNM.13_1,Vietnam,NO
VNM.12_1,Vietnam,OK
VNM.14_1,Vietnam,NO
VNM.19_1,Vietnam,NO
VNM.15_1,Vietnam,NO
VNM.16_1,Vietnam,NO
VNM.20_1,Vietnam,NO
VNM.17_1,Vietnam,OK
VNM.18_1,Vietnam,OK
VNM.21_1,Vietnam,NO
VNM.26_1,Vietnam,NO
VNM.28_1,Vietnam,OK
VNM.27_1,Vietnam,OK
VNM.29_1,Vietnam,NO
VNM.22_1,Vietnam,OK
VNM.23_1,Vietnam,NO
VNM.24_1,Vietnam,OK
VNM.25_1,Vietnam,OK
VNM.30_1,Vietnam,NO
VNM.31_1,Vietnam,OK
VNM.32_1,Vietnam,NO
VNM.33_1,Vietnam,OK
VNM.34_1,Vietnam,NO
VNM.36_1,Vietnam,OK
VNM.37_1,Vietnam,OK
VNM.35_1,Vietnam,OK
VNM.38_1,Vietnam,NO
VNM.39_1,Vietnam,OK
VNM.40_1,Vietnam,OK
VNM.41_1,Vietnam,NO
VNM.42_1,Vietnam,OK
VNM.43_1,Vietnam,OK
VNM.44_1,Vietnam,OK
VNM.45_1,Vietnam,NO
VNM.46_1,Vietnam,NO
VNM.47_1,Vietnam,NO
VNM.48_1,Vietnam,NO
VNM.49_1,Vietnam,NO
VNM.50_1,Vietnam,NO
VNM.51_1,Vietnam,OK
VNM.52_1,Vietnam,NO
VNM.53_1,Vietnam,NO
VNM.55_1,Vietnam,OK
VNM.56_1,Vietnam,OK
VNM.57_1,Vietnam,NO
VNM.54_1,Vietnam,OK
VNM.58_1,Vietnam,OK
VNM.59_1,Vietnam,OK
VNM.60_1,Vietnam,NO
VNM.61_1,Vietnam,OK
VNM.62_1,Vietnam,OK
VNM.63_1,Vietnam,NO
VUT.1_1,Vanuatu,NO
VUT.2_1,Vanuatu,NO
VUT.3_1,Vanuatu,NO
VUT.4_1,Vanuatu,NO
VUT.5_1,Vanuatu,NO
VUT.6_1,Vanuatu,NO
WLF.1_1,Wallis and Futuna,NO
WLF.2_1,Wallis and Futuna,NO
WLF.3_1,Wallis and Futuna,NO
WSM.1_1,Samoa,NO
WSM.2_1,Samoa,NO
WSM.3_1,Samoa,NO
WSM.4_1,Samoa,NO
WSM.5_1,Samoa,NO
WSM.6_1,Samoa,NO
WSM.7_1,Samoa,NO
WSM.8_1,Samoa,NO
WSM.9_1,Samoa,NO
WSM.10_1,Samoa,NO
WSM.11_1,Samoa,NO
XAD.1_1,Akrotiri and Dhekelia,NO
XAD.2_1,Akrotiri and Dhekelia,NO
XKO.1_1,Kosovo,NO
XKO.2_1,Kosovo,NO
XKO.3_1,Kosovo,NO
XKO.4_1,Kosovo,NO
XKO.5_1,Kosovo,NO
XKO.6_1,Kosovo,NO
XKO.7_1,Kosovo,NO
YEM.1_1,Yemen,NO
YEM.2_1,Yemen,NO
YEM.3_1,Yemen,NO
YEM.4_1,Yemen,NO
YEM.5_1,Yemen,NO
YEM.6_1,Yemen,NO
YEM.7_1,Yemen,NO
YEM.8_1,Yemen,NO
YEM.9_1,Yemen,NO
YEM.10_1,Yemen,NO
YEM.11_1,Yemen,NO
YEM.12_1,Yemen,NO
YEM.13_1,Yemen,NO
YEM.14_1,Yemen,NO
YEM.15_1,Yemen,NO
YEM.16_1,Yemen,NO
YEM.17_1,Yemen,NO
YEM.18_1,Yemen,NO
YEM.19_1,Yemen,NO
YEM.20_1,Yemen,NO
YEM.21_1,Yemen,NO
ZAF.1_1,South Africa,NO
ZAF.2_1,South Africa,NO
ZAF.3_1,South Africa,OK
ZAF.4_1,South Africa,NO
ZAF.5_1,South Africa,NO
ZAF.6_1,South Africa,NO
ZAF.7_1,South Africa,NO
ZAF.8_1,South Africa,NO
ZAF.9_1,South Africa,NO
ZMB.1_1,Zambia,NO
ZMB.2_1,Zambia,NO
ZMB.3_1,Zambia,NO
ZMB.4_1,Zambia,NO
ZMB.5_1,Zambia,NO
ZMB.6_1,Zambia,NO
ZMB.7_1,Zambia,NO
ZMB.8_1,Zambia,NO
ZMB.9_1,Zambia,NO
ZMB.10_1,Zambia,NO
ZNC.1_1,Northern Cyprus,NO
ZNC.2_1,Northern Cyprus,NO
ZNC.3_1,Northern Cyprus,NO
ZNC.4_1,Northern Cyprus,NO
ZNC.5_1,Northern Cyprus,NO
ZWE.1_1,Zimbabwe,NO
ZWE.2_1,Zimbabwe,NO
ZWE.3_1,Zimbabwe,NO
ZWE.4_1,Zimbabwe,NO
ZWE.5_1,Zimbabwe,NO
ZWE.6_1,Zimbabwe,NO
ZWE.7_1,Zimbabwe,NO
ZWE.8_1,Zimbabwe,NO
ZWE.9_1,Zimbabwe,NO
ZWE.10_1,Zimbabwe,NO
